unique_id,collision_id,crash_date,crash_time,vehicle_id,state_registration,vehicle_type,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,public_property_damage,contributing_factor_1,contributing_factor_2,vehicle_make,public_property_damage_type
20946879,4846797,2025-09-30T00:00:00.000,17:56,bbee5b9a-98b2-47ae-8d37-a2e60ee1b035,NY,Van,2016,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,,
20945820,4846290,2025-09-30T00:00:00.000,10:10,e767b836-6aed-47af-92c5-0388265a1121,,,,Southwest,1,,,,Making Right Turn,Right Side Doors,No Damage,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unsafe Lane Changing,,
20945544,4846401,2025-09-30T00:00:00.000,9:03,dd9d1ef8-1987-49ac-adb2-915f1b4dc645,,Bike,,West,1,M,Unlicensed,ZZZ,Going Straight Ahead,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Unsafe Speed,Unsafe Lane Changing,,
20946023,4846374,2025-09-30T00:00:00.000,9:05,81de35db-a085-4161-86d6-5b5811d2ee0a,NY,Station Wagon/Sport Utility Vehicle,1999,South,0,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,,,,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20945970,4846303,2025-09-30T00:00:00.000,8:38,8ac5e86c-fccd-45ec-9597-881e1a235fa1,NY,Sedan,2007,North,1,,,,Merging,Center Front End,Center Front End,,,,N,Passing or Lane Usage Improper,Driver Inattention/Distraction,FORD -CAR/SUV,
20947095,4846907,2025-09-30T00:00:00.000,22:50,3c72b620-1589-4acf-927c-ba55730aa5b0,,E-Bike,,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,Unspecified,Driver Inattention/Distraction,Unspecified,,
20946544,4846512,2025-09-30T00:00:00.000,15:25,1d96f898-2a14-45d8-adcd-20d882ab36cc,NY,Bus,2016,North,8,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Reaction to Uninvolved Vehicle,Unspecified,IC,
20945857,4846441,2025-09-30T00:00:00.000,15:30,f1cc91da-c1b1-4c31-888f-b21b0f09a520,NY,Sedan,2024,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,Unspecified,Unspecified,TESL -CAR/SUV,
20946362,4846724,2025-09-30T00:00:00.000,6:00,8fbbc655-19be-42c3-9c39-d229a8d35636,,,,,,,,,,,,,,,Unspecified,,,,
20945610,4846335,2025-09-30T00:00:00.000,12:10,7b89a914-d7e2-4041-aca6-481aeda66691,PA,Box Truck,,North,1,M,,,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Driver Inexperience,ALL,
20947094,4846907,2025-09-30T00:00:00.000,22:50,348ae870-df13-4952-b9a4-25d15d67bc15,NY,Sedan,2017,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,Failure to Yield Right-of-Way,Driver Inattention/Distraction,TOYT -CAR/SUV,
20946171,4846549,2025-09-30T00:00:00.000,15:32,81907fd3-c07d-4f99-bba8-59d398db1a33,NY,Sedan,2017,West,1,F,Licensed,NY,Parked,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,Following Too Closely,Following Too Closely,TOYT -CAR/SUV,
20945643,4846492,2025-09-30T00:00:00.000,12:11,f11b0290-da63-401f-985b-bc346b9fdc65,NJ,Station Wagon/Sport Utility Vehicle,2020,South,0,,,,Parked,Left Side Doors,Left Front Quarter Panel,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,NISS -CAR/SUV,
20945685,4846466,2025-09-30T00:00:00.000,16:30,eaa5c552-7cbe-4e62-9833-50691ec883f0,NY,Bike,,East,1,M,Licensed,NY,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,Obstruction/Debris,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,
20946531,4846513,2025-09-30T00:00:00.000,3:15,fd1f574f-efc2-4ada-8704-1b2c42b30c7c,NJ,Sedan,2024,West,5,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,No Damage,No Damage,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945850,4846256,2025-09-30T00:00:00.000,6:30,578a03c9-3309-46ff-b3ef-bcf3ef5eb52b,NY,Station Wagon/Sport Utility Vehicle,2015,South,1,M,Licensed,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,Other,Unspecified,Unspecified,Unspecified,,
20946289,4846529,2025-09-30T00:00:00.000,21:20,4e913702-d281-4933-b534-eaf8ce1a8bc9,NY,Station Wagon/Sport Utility Vehicle,2013,South,1,M,Licensed,NY,Merging,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,Unsafe Lane Changing,Reaction to Uninvolved Vehicle,HOND -CAR/SUV,
20946522,4846623,2025-09-30T00:00:00.000,8:38,4e484e97-f1ff-4ace-b3e6-2e10aa40248e,,,,,,,,,,,,,,,Unspecified,,,,
20945788,4846364,2025-09-30T00:00:00.000,11:40,e04f9c60-2edc-4ae3-b2a6-4a9a977fba38,NY,Station Wagon/Sport Utility Vehicle,2018,East,1,F,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Quarter Panel,Left Front Bumper,Left Front Quarter Panel,Left Front Quarter Panel,N,Driver Inattention/Distraction,Driver Inattention/Distraction,LEXS -CAR/SUV,
20946159,4846600,2025-09-30T00:00:00.000,13:40,d618fa45-4915-4570-912e-6a9acbe2350d,NY,Station Wagon/Sport Utility Vehicle,2018,North,1,M,,,Parked,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945470,4846434,2025-09-30T00:00:00.000,17:17,21dadcf8-893e-4d47-a5a0-0254427b53f3,NY,Sedan,2016,West,0,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,Other Vehicular,Other Vehicular,HOND -CAR/SUV,
20945614,4846351,2025-09-30T00:00:00.000,2:00,c012dea0-3294-4f40-b3e6-f280545c4f2f,NJ,Sedan,2013,North,1,M,Licensed,NJ,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,Left Front Bumper,Left Front Bumper,N,Unspecified,Unspecified,VOLK -CAR/SUV,
20946364,4846723,2025-09-30T00:00:00.000,21:50,09dd5476-5c0f-4bc0-b6f3-0af9d4cf595b,NY,Station Wagon/Sport Utility Vehicle,2025,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Left Side Doors,No Damage,No Damage,N,Fell Asleep,Unspecified,CHEV -CAR/SUV,
20945956,4846501,2025-09-30T00:00:00.000,8:00,3c7135bb-4540-4cdb-b95f-f18882d30745,,,,,,,,,,,,,,,Unspecified,,,,
20946953,4846995,2025-09-30T00:00:00.000,0:00,17a5419c-7b41-4558-9deb-19069b5d65b2,NY,Station Wagon/Sport Utility Vehicle,2024,South,0,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945615,4846351,2025-09-30T00:00:00.000,2:00,094d54c9-f413-4d4b-a566-fe22dd80e754,,,,,,,,,,,,,,,Unspecified,,,,
20946407,4846594,2025-09-30T00:00:00.000,22:45,ab4864a3-337a-4c8c-907b-23db372cbeba,,,,,,,,,,,,,,,Unspecified,,,,
20945697,4846312,2025-09-30T00:00:00.000,10:48,883328fa-86ed-4321-bf42-0ada300ec3fc,NY,Bus,2015,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,Unspecified,Unspecified,Unspecified,NE/FL,
20946264,4846541,2025-09-30T00:00:00.000,9:30,98e029d4-d617-498f-b4f2-c6ff89d5f248,NY,Sedan,2022,Unknown,0,,,,Parked,Left Front Bumper,Left Front Bumper,,,,N,Unspecified,Unspecified,NISS -CAR/SUV,
20946315,4846538,2025-09-30T00:00:00.000,17:00,24cb39d0-90bc-42dd-b6e6-93d7ac37bbb5,NY,Station Wagon/Sport Utility Vehicle,2022,West,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,CADI -CAR/SUV,
20945797,4846447,2025-09-30T00:00:00.000,16:00,7d76d162-4050-4b3c-abb0-fb17cc9dbf0d,NY,Station Wagon/Sport Utility Vehicle,2025,West,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,Unspecified,Unspecified,HOND -CAR/SUV,
20946157,4846600,2025-09-30T00:00:00.000,13:40,dd25025b-ff85-4eb7-aa7d-2d0c89029b84,NY,Van,2021,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,N,Reaction to Uninvolved Vehicle,Unspecified,RAM,
20946543,4846512,2025-09-30T00:00:00.000,15:25,3c2512b7-26fb-4128-b3f9-0a40c2e36936,GA,Sedan,2015,North,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,Unspecified,Unspecified,INFI -CAR/SUV,
20946878,4846797,2025-09-30T00:00:00.000,17:56,c2d451c4-be83-47e5-b033-4988bcc3c244,,,,East,,,,,Going Straight Ahead,Center Front End,,,,,Unspecified,Failure to Yield Right-of-Way,,,
20946035,4846412,2025-09-30T00:00:00.000,20:17,05c6d8ff-2f21-408a-b3e7-fb6b3cbf9aa8,NJ,Station Wagon/Sport Utility Vehicle,2015,South,1,M,Licensed,NH,Going Straight Ahead,Other,Other,,,,N,Unspecified,Unspecified,BMW -CAR/SUV,
20945972,4846410,2025-09-30T00:00:00.000,14:00,4977d49e-4016-423f-9c64-1b4b82385f38,NY,Station Wagon/Sport Utility Vehicle,2023,West,2,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,Unspecified,Unspecified,FORD -CAR/SUV,
20945968,4846302,2025-09-30T00:00:00.000,8:30,d8cb107d-ff34-454e-bee9-4a6c2d682093,NY,Sedan,2004,North,1,M,Licensed,NY,Making Left Turn,Right Front Bumper,Right Front Bumper,,,,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20945926,4846403,2025-09-30T00:00:00.000,14:50,a090d38d-d267-4150-9aed-1a65d7f3cb86,NY,Sedan,2019,West,1,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Center Front End,Right Front Quarter Panel,No Damage,N,Unspecified,Unspecified,HYUN -CAR/SUV,
20946512,4846712,2025-09-30T00:00:00.000,14:02,ce28ccfe-bc43-4663-ac2e-874df6f80659,NJ,Station Wagon/Sport Utility Vehicle,,East,1,,,,Going Straight Ahead,Center Front End,,,,,N,Following Too Closely,Following Too Closely,NISS -CAR/SUV,
20945720,4846489,2025-09-30T00:00:00.000,14:32,c2300cf2-5376-4916-8c18-107d23ef6cde,NJ,Station Wagon/Sport Utility Vehicle,2026,North,2,M,Licensed,NY,Merging,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,Unsafe Lane Changing,Unspecified,GMC -CAR/SUV,
20946647,4846850,2025-09-30T00:00:00.000,11:45,70ca1801-2173-4230-8552-79cba52b6d13,NY,Sedan,2018,West,1,M,Licensed,NY,Parked,Right Side Doors,Right Rear Bumper,No Damage,No Damage,,N,Unspecified,Unspecified,FORD -CAR/SUV,
20945360,4846209,2025-09-30T00:00:00.000,2:05,0090d045-72ee-41fe-bdf1-8c279c0278ea,NY,Station Wagon/Sport Utility Vehicle,2022,North,1,M,Licensed,NY,Parked,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946432,4846438,2025-09-30T00:00:00.000,17:58,787d33f4-ecee-4a57-8ab9-8fe004843a85,NY,Station Wagon/Sport Utility Vehicle,2013,North,0,M,Licensed,NY,Parked,Left Front Bumper,Center Front End,,,,N,Unspecified,Unspecified,HYUN -CAR/SUV,
20946653,4846783,2025-09-30T00:00:00.000,20:29,0f970621-9e4a-4d3a-8cd6-49036a2543b4,NY,Moped,2023,North,1,M,,,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,Unspecified,Unspecified,JIAJU,
20946028,4846382,2025-09-30T00:00:00.000,13:02,bc214382-b449-4e8a-9b73-1c1c5b291ea9,NY,Motorcycle,2016,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Center Back End,Center Front End,Center Back End,N,Unspecified,Unspecified,YAMA -MCL,
20946163,4846707,2025-09-30T00:00:00.000,14:36,127c7f99-2115-4bfc-a6e8-2f252275e00e,VA,Sedan,2019,North,1,,,,Passing,Right Front Bumper,Other,Other,Other,Other,Unspecified,Passing or Lane Usage Improper,Unspecified,BMW -CAR/SUV,
20945811,4846360,2025-09-30T00:00:00.000,0:40,0b8a83b8-1a42-471b-862a-071488f6ee41,NY,Sedan,2016,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,Illnes,Unspecified,TOYT -CAR/SUV,
20946255,4846557,2025-09-30T00:00:00.000,9:30,6cf657d5-f38d-4d59-a95b-611147b72345,NJ,Sedan,2020,North,1,,,,Making Right Turn,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Driver Inattention/Distraction,Following Too Closely,TOYT -CAR/SUV,
20946090,4846691,2025-09-30T00:00:00.000,17:33,4080af68-1052-4aa0-915d-3d124990b8ff,NY,Sedan,,East,1,M,,,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,Left Rear Bumper,Left Rear Bumper,Left Rear Bumper,N,Driver Inattention/Distraction,Driver Inattention/Distraction,LEXS -CAR/SUV,
20945713,4846443,2025-09-30T00:00:00.000,14:35,19439fb0-0032-4739-9413-e2928df15b76,NY,Bus,2025,East,1,M,Licensed,NY,Parked,Left Rear Bumper,Left Rear Quarter Panel,,,,N,Oversized Vehicle,Unspecified,FORD-TRUCK/BUS,
20945798,4846447,2025-09-30T00:00:00.000,16:00,3c8964ef-63ea-4642-9d1c-4f80d0b96bc1,,,,,,,,,,,,,,,Unspecified,,,,
20946288,4846529,2025-09-30T00:00:00.000,21:20,94bd69d8-142f-47d3-8c43-6439ac9ae5a0,NY,Sedan,2015,South,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,No Damage,No Damage,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946585,4846735,2025-09-30T00:00:00.000,21:32,43ee620b-77df-4632-b26a-aad23e39e709,NY,Station Wagon/Sport Utility Vehicle,2019,North,0,F,Licensed,NY,Parked,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,Left Front Quarter Panel,,N,Unspecified,Unspecified,SUBA -CAR/SUV,
20945789,4846364,2025-09-30T00:00:00.000,11:40,d851147d-a5e7-4fea-b4c0-b8f34b3361a0,NY,Box Truck,2023,East,1,M,Licensed,NY,Making Right Turn,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Rear Bumper,Right Rear Bumper,Unspecified,Unspecified,Unspecified,FORD-TRUCK/BUS,
20945644,4846492,2025-09-30T00:00:00.000,12:11,9dba818a-4bc4-4d58-8614-e5fa99c693f5,,,,,,,,,Going Straight Ahead,,,,,,Unspecified,Passing Too Closely,,,
20946860,4846857,2025-09-30T00:00:00.000,22:45,1c0d1f56-e853-432b-83e7-0517762f32ba,NY,Sedan,2023,West,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,Unspecified,Unspecified,TESL -CAR/SUV,
20946381,4846570,2025-09-30T00:00:00.000,17:10,68e7bf25-066e-4ff0-8258-881d903ebf51,NY,Box Truck,2017,East,1,M,Licensed,NY,Starting in Traffic,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,Right Rear Bumper,,N,Unspecified,Unspecified,FORD-TRUCK/BUS,
20945971,4846303,2025-09-30T00:00:00.000,8:38,a1b71cd5-34b5-483b-b9ba-517f5d6a7bec,NY,Sedan,2023,South,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,Unspecified,Unspecified,TESL -CAR/SUV,
20945549,4846263,2025-09-30T00:00:00.000,8:36,11fba743-2b02-4523-a5a2-c7b3b8d26074,NY,Tractor Truck Diesel,2005,Unknown,1,M,,NY,Merging,Left Rear Bumper,No Damage,No Damage,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified,HINO -TRUCK/BUS,
20946654,4846783,2025-09-30T00:00:00.000,20:29,3afa3cd7-901f-47d1-83f9-d1254f42ad26,,Moped,,East,1,F,Unlicensed,,Going Straight Ahead,Center Front End,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Unspecified,Unspecified,Unspecified,,
20945684,4846466,2025-09-30T00:00:00.000,16:30,86b49ee7-0ada-4297-aab3-f10515ec9700,NY,Station Wagon/Sport Utility Vehicle,2025,East,1,F,Licensed,NY,Parked,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Quarter Panel,N,Unspecified,Unspecified,ACUR -CAR/SUV,
20946494,4846602,2025-09-30T00:00:00.000,22:30,94f77873-f830-4228-908c-0b4d01a6f286,ZZ,Station Wagon/Sport Utility Vehicle,,West,1,,,,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,Unsafe Speed,Driver Inattention/Distraction,UNKNOWN,
20946753,4846878,2025-09-30T00:00:00.000,19:08,4780a92f-8a06-44ed-9b8a-fd8703901d3b,,,,East,,,,,Merging,Left Front Quarter Panel,Left Front Quarter Panel,No Damage,No Damage,No Damage,Unspecified,Driver Inattention/Distraction,Passing or Lane Usage Improper,,
20945630,4846424,2025-09-30T00:00:00.000,13:48,76214a78-fa44-4a86-8ffc-b12be7d8f750,NY,Pick-up Truck,2016,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,,,N,Driver Inattention/Distraction,Passing Too Closely,RAM,
20945966,4846245,2025-09-30T00:00:00.000,7:05,775b12c0-c99c-43b1-bbe1-daaad41b6641,NY,Sedan,2015,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,Left Side Doors,,,N,Unspecified,Unspecified,FORD -CAR/SUV,
20946717,4846772,2025-09-30T00:00:00.000,17:07,77b162da-b13f-4641-aa18-9dec257990f3,NY,Station Wagon/Sport Utility Vehicle,2024,South,3,M,Licensed,NY,Other*,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,Passing or Lane Usage Improper,Unspecified,HOND -CAR/SUV,
20946533,4846674,2025-09-30T00:00:00.000,19:50,d2f7c52b-019b-43fa-8471-2416ba294752,NY,Taxi,2025,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,Right Front Bumper,N,Driver Inattention/Distraction,Driver Inattention/Distraction,TOYT -CAR/SUV,
20945486,4846299,2025-09-30T00:00:00.000,0:00,90af0556-ba11-4732-8f2a-f9a2e95c4d6a,NJ,Motorcycle,2002,East,1,M,Licensed,NJ,Merging,Right Side Doors,Right Front Quarter Panel,,,,N,Unsafe Lane Changing,Unspecified,YAMA -MCL,
20945821,4846485,2025-09-30T00:00:00.000,9:07,c2ceb69f-9944-41fe-b5df-e9cbcb2b5292,MD,Sedan,2015,East,1,F,Licensed,MD,Going Straight Ahead,Left Front Bumper,Left Front Quarter Panel,,,,N,Other Vehicular,Unspecified,BMW -CAR/SUV,
20945645,4846496,2025-09-30T00:00:00.000,13:13,8b6b2b5b-c339-42e7-9f81-fe38e3b67068,NY,Sedan,2017,West,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Other,No Damage,No Damage,N,Unsafe Speed,Unspecified,MAZD -CAR/SUV,
20945774,4846497,2025-09-30T00:00:00.000,20:16,3b83c04d-916b-4fc5-8e15-5ec20ff655b8,NY,Sedan,2017,North,1,F,,NY,Going Straight Ahead,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,Unspecified,Unspecified,TOYT -CAR/SUV,
20946234,4846533,2025-09-30T00:00:00.000,13:05,3d88fc80-4a9c-4e0f-a3ba-67ee0078e44d,NY,Station Wagon/Sport Utility Vehicle,2022,East,1,M,Licensed,MA,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,VOLV -CAR/SUV,
20945884,4846482,2025-09-30T00:00:00.000,21:00,355e781c-5864-421d-a663-a6a4a2b5ac9d,NY,Sedan,2019,North,0,,,,Parked,Left Front Quarter Panel,Left Front Bumper,Right Front Bumper,Right Front Quarter Panel,Center Front End,N,Unspecified,Unspecified,SUBA -CAR/SUV,
20946200,4846563,2025-09-30T00:00:00.000,23:10,49622587-1573-465d-a1f8-f02259c51c20,,Bike,,North,1,M,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified,,
20945931,4846454,2025-09-30T00:00:00.000,16:35,8402546f-075d-4b95-8817-05082030d25a,NY,Bus,2011,East,11,M,Licensed,NY,Merging,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,No Damage,No Damage,N,Passing or Lane Usage Improper,Unspecified,FRHT-TRUCK/BUS,
20946881,4846797,2025-09-30T00:00:00.000,17:56,b117a112-9912-49b6-bdc5-7ce36da50b9f,,,,,,,,,,,,,,,Unspecified,,,,CANINE
20945605,4846317,2025-09-30T00:00:00.000,12:05,343747e8-cd00-4ad1-acd8-8a5aaa62a3cd,NY,Station Wagon/Sport Utility Vehicle,2025,East,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20946542,4846583,2025-09-30T00:00:00.000,11:35,ae8daa5e-df5a-4119-953a-44b3a376bea7,,Sedan,,,1,,,,,,,,,,N,,,NISS -CAR/SUV,
20945733,4846295,2025-09-30T00:00:00.000,8:55,13a34368-78a4-45c5-8b4e-9c24a9dea3c4,NY,Station Wagon/Sport Utility Vehicle,2007,South,1,M,Licensed,NY,Slowing or Stopping,Left Rear Bumper,Left Rear Bumper,Center Back End,,,N,Unspecified,Unspecified,HOND -CAR/SUV,
20945800,4846446,2025-09-30T00:00:00.000,18:23,44a2a603-e612-4cdd-a599-a40ee03f9d8a,,Standing S,,Southwest,1,F,Licensed,NY,Passing,No Damage,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,,
20946844,4846942,2025-09-30T00:00:00.000,10:20,e89024fc-ea5a-40a8-b600-fbb62747fefd,,,,,,,,,,,,,,,Unspecified,,,,DOT UTILITY POLE
20945815,4846361,2025-09-30T00:00:00.000,8:15,e05e3751-9140-42c5-aeb2-bd01b80c4af0,NY,Cement tru,2015,North,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified,Peter cmix,
20946400,4846742,2025-09-30T00:00:00.000,16:30,e235ebf8-0831-4189-aa10-df8384053af9,FL,Station Wagon/Sport Utility Vehicle,2012,South,0,,,,Parked,Right Front Bumper,Center Front End,Left Front Bumper,Right Front Bumper,Right Front Quarter Panel,N,Unspecified,Unspecified,JEEP -CAR/SUV,
20946031,4846413,2025-09-30T00:00:00.000,13:44,cd026165-a7e8-4717-b4fd-8cc066bf640e,NY,Sedan,2019,Unknown,0,,,,Parked,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Unspecified,Unspecified,BMW -CAR/SUV,
20946464,4846574,2025-09-30T00:00:00.000,9:40,3d7a1276-d90e-48db-94a6-1fabb0e20349,NY,,,South,1,,,,,Left Front Bumper,Left Front Bumper,,,,N,Passing Too Closely,,TOYT -CAR/SUV,
20946646,4846766,2025-09-30T00:00:00.000,7:26,87abb1d7-dc5e-4709-af6d-964ec344cb2b,,Bike,,South,1,F,,,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,Unsafe Speed,Unspecified,,
20945928,4846448,2025-09-30T00:00:00.000,18:54,ee08cd9e-0428-4e1b-956b-9971e0fbbeb0,NY,Sedan,2025,East,1,F,Licensed,NY,Starting from Parking,Left Side Doors,Left Front Quarter Panel,,,,N,Unspecified,Unspecified,TESL -CAR/SUV,
20946470,4846670,2025-09-30T00:00:00.000,15:00,2ac9fe14-0836-4a9a-b6ab-fb43fbd5ed37,,Standing S,,North,1,M,,,Going Straight Ahead,Right Side Doors,Right Side Doors,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Traffic Control Disregarded,IENYRID,
20947016,4846841,2025-09-30T00:00:00.000,6:30,3062777a-b87f-44ef-864a-db87f9d49b94,NY,Sedan,2020,North,1,,,,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,N,Unsafe Speed,Passing or Lane Usage Improper,JEEP -CAR/SUV,
20946087,4846689,2025-09-30T00:00:00.000,13:30,241d6ca9-da9b-4fbc-b51f-c13075fe2cbb,TN,Tractor Truck Diesel,2022,Northeast,1,M,Licensed,NY,Making U Turn,No Damage,No Damage,No Damage,No Damage,No Damage,N,Turning Improperly,Unspecified,FRHT-TRUCK/BUS,
20946235,4846533,2025-09-30T00:00:00.000,13:05,fa207667-fb90-4c74-9f27-17133078e46d,ZZ,Box Truck,,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,No Damage,Other,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified,,
20946411,4846676,2025-09-30T00:00:00.000,13:00,12e79432-2b1c-4dd5-a40e-7cc8f570c1d8,NY,Station Wagon/Sport Utility Vehicle,2013,East,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,Unspecified,Unspecified,CHEV -CAR/SUV,
20946256,4846557,2025-09-30T00:00:00.000,9:30,ed9ed98f-a1bb-455b-86bd-1408fe59fe2f,,Standing S,,West,1,F,,,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,Outside Car Distraction,Passing Too Closely,,
20945742,4846257,2025-09-30T00:00:00.000,7:55,4a8a107f-7d30-401b-94af-f05c2ff0930b,NY,Station Wagon/Sport Utility Vehicle,2017,East,1,F,Licensed,NY,Entering Parked Position,Left Side Doors,Left Side Doors,Left Front Quarter Panel,,,N,Other Vehicular,Unspecified,LEXS -CAR/SUV,
20945734,4846295,2025-09-30T00:00:00.000,8:55,56284f3c-0308-4a7f-960a-4b0d44d01250,NY,Dump,2003,South,1,M,Licensed,NY,Slowing or Stopping,Right Front Bumper,Right Front Bumper,,,,N,Following Too Closely,Unspecified,MACK-TRUCK/BUS,
20946355,4846710,2025-09-30T00:00:00.000,0:00,753db235-f4ff-4b92-9f4d-b86166943361,CT,,,South,1,,,,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,Unspecified,Following Too Closely,Unspecified,,
20946202,4846733,2025-09-30T00:00:00.000,12:24,54eb4f73-56b6-4525-9712-4451114a6e36,NY,Sedan,2018,North,2,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,Unspecified,Unspecified,MAZD -CAR/SUV,
